,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,track_name,artist_name
8937,0.6970000000000001,0.841,7.0,-4.3389999999999995,1.0,0.0399,0.00857,4.41e-05,0.6609999999999999,0.6970000000000001,153.982,209280.0,4.0,65,Hair,Little Mix
8938,0.42700000000000005,0.5579999999999999,1.0,-6.374,0.0,0.0685,0.395,3.69e-05,0.136,0.605,86.141,162467.0,4.0,64,Freedom,Pharrell Williams
8939,0.301,0.0735,1.0,-18.012999999999998,1.0,0.0468,0.9470000000000001,0.948,0.2,0.256,130.261,159765.0,4.0,59,Twinkle Twinkle Little Star with Sounds of a Ocean Waves for Sleep,Baby Lullaby Academy
8940,0.45,0.857,6.0,-2.35,1.0,0.0398,0.0167,0.0,0.20199999999999999,0.755,139.064,210084.0,4.0,61,Flyers,BRADIO
8941,0.434,0.39799999999999996,8.0,-7.789,1.0,0.0507,0.691,0.0,0.0991,0.298,167.662,205307.0,4.0,61,Act Like You Love Me,Shawn Mendes
8942,0.669,0.8240000000000001,4.0,-5.127000000000001,0.0,0.0514,0.36,8.840000000000001e-05,0.124,0.9,104.031,246653.0,4.0,53,Amor de Mis Amores,La Sonora Dinamita
8943,0.428,0.7240000000000001,11.0,-7.263999999999999,0.0,0.0434,0.183,0.000136,0.251,0.184,146.917,207519.0,4.0,57,Amadeus,Family and Friends
8944,0.49700000000000005,0.627,6.0,-6.141,0.0,0.0319,0.0014199999999999998,0.0,0.619,0.193,79.93,233011.0,4.0,55,Be Together,Major Lazer
8945,0.642,0.823,0.0,-5.7170000000000005,1.0,0.0289,0.00159,0.0,0.0776,0.431,122.977,227344.0,4.0,54,Hold My Hand,Jess Glynne
8946,0.49700000000000005,0.312,11.0,-9.088,0.0,0.0269,0.302,0.0,0.0968,0.177,105.036,203373.0,4.0,57,"Mary, Did You Know?",Pentatonix
8947,0.43799999999999994,0.856,0.0,-4.158,1.0,0.0584,0.0268,6.27e-06,0.375,0.49,127.991,224520.0,4.0,58,Hurricane - Arty Remix,Halsey
8948,0.794,0.715,6.0,-5.531000000000001,0.0,0.122,0.11900000000000001,0.0,0.0838,0.327,138.028,208696.0,4.0,54,All My Chains,Lil Uzi Vert
8949,0.444,0.871,7.0,-4.64,1.0,0.0359,0.00731,0.0,0.107,0.61,76.0,183453.0,4.0,53,Alone Tonight,Chris Young
